No.,Top1_sent,Top2_sent,Top3_sent,Top4_sent,Top5_sent,Top6_sent,Top7_sent,Top8_sent,Top9_sent,Top10_sent,Top11_sent,Top12_sent,Top13_sent,Top14_sent,Top15_sent,Top16_sent,Top17_sent,Top18_sent,Top19_sent,Top20_sent,Label
1127,0,0,-1,1,-1,1,0,-1,-1,1,-1,1,0,1,-1,0,1,1,1,0,0
1128,1,1,-1,-1,0,-1,1,0,-1,0,1,0,-1,1,0,0,0,0,-1,0,0
1129,0,0,1,0,0,0,0,1,-1,-1,0,1,1,0,-1,0,0,0,-1,1,1
1130,1,0,0,1,-1,1,0,1,0,1,-1,1,-1,1,0,1,1,-1,0,1,0
1131,1,1,0,0,-1,0,0,1,1,0,-1,0,0,1,1,1,1,-1,1,0,1
1132,-1,-1,1,-1,-1,-1,1,-1,-1,1,0,0,0,0,-1,0,0,1,1,-1,1
1133,0,0,0,1,1,1,0,0,-1,1,0,1,-1,-1,0,1,1,1,1,0,0
1134,1,1,0,0,1,1,-1,0,0,-1,-1,0,0,1,-1,0,-1,0,1,0,1
1135,1,1,-1,-1,1,1,0,0,-1,0,0,1,-1,1,-1,1,0,1,0,1,0
1136,-1,1,-1,0,0,-1,0,1,1,1,1,0,-1,1,-1,1,0,-1,0,0,1
1137,1,-1,-1,1,1,0,-1,0,1,0,-1,-1,1,-1,-1,1,-1,0,-1,0,0
1138,0,0,0,0,0,1,0,0,-1,0,0,0,1,-1,0,1,-1,0,-1,0,0
1139,0,0,0,-1,-1,0,-1,0,0,0,-1,1,0,1,-1,-1,-1,0,-1,0,1
1140,0,1,0,1,1,-1,1,-1,-1,1,1,-1,0,1,-1,-1,0,0,-1,-1,1
1141,1,0,1,1,-1,0,0,0,-1,0,1,1,0,1,0,0,-1,0,1,-1,0
1142,1,0,-1,1,0,1,1,0,0,-1,-1,-1,-1,-1,1,-1,0,0,0,1,0
1143,1,1,0,0,-1,-1,1,1,-1,1,0,0,0,1,0,0,1,1,0,1,1
1144,0,-1,0,-1,1,1,0,-1,1,1,-1,0,0,0,0,0,1,0,1,-1,0
1145,1,0,0,1,1,0,0,0,1,-1,-1,0,-1,-1,1,0,0,0,-1,0,1
1146,1,-1,1,0,0,1,0,1,1,1,0,0,1,-1,1,0,0,-1,0,0,1
1147,0,0,1,0,0,-1,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,0,0
1148,1,0,0,0,1,1,-1,0,0,1,1,-1,0,-1,-1,1,0,0,-1,1,1
1149,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
1150,1,1,-1,0,0,1,0,-1,1,-1,0,0,0,0,0,0,0,-1,-1,0,1
1151,-1,1,1,0,1,0,1,-1,0,0,1,0,0,1,-1,0,-1,0,-1,-1,1
1152,-1,0,-1,0,-1,0,-1,1,1,-1,1,0,-1,1,0,0,0,0,0,1,1
1153,-1,0,0,0,-1,1,-1,1,0,0,0,-1,1,0,0,0,0,0,1,0,1
1154,0,1,-1,-1,0,-1,0,1,0,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,1
1155,1,0,1,1,0,0,-1,1,0,0,1,0,1,-1,0,1,1,0,-1,0,1
1156,1,1,-1,0,-1,-1,0,-1,1,-1,0,1,0,-1,0,1,-1,-1,-1,0,1
1157,1,0,0,1,-1,1,-1,0,0,1,1,0,-1,1,-1,-1,1,0,1,1,1
1158,1,0,1,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,0
1159,1,-1,-1,1,0,0,0,0,1,1,-1,0,0,-1,1,-1,0,-1,-1,-1,0
1160,0,1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,1,0,0,-1,1,1
1161,1,0,-1,1,1,0,1,1,0,-1,1,1,1,0,1,1,-1,1,1,1,1
1162,0,1,0,0,0,0,1,1,0,0,1,1,-1,1,-1,-1,0,-1,0,-1,0
1163,0,0,1,0,1,0,0,-1,-1,0,-1,-1,0,-1,1,-1,1,1,0,0,1
1164,1,1,0,-1,1,0,0,1,0,0,1,0,-1,1,1,-1,0,0,-1,1,0
1165,0,1,-1,1,0,0,0,1,1,0,0,-1,0,0,0,0,0,-1,1,1,1
1166,0,1,-1,0,0,1,0,-1,1,-1,0,0,-1,1,1,0,0,0,0,-1,0
1167,-1,1,1,0,0,1,1,-1,0,0,0,0,0,1,0,1,1,-1,1,0,1
1168,0,1,1,-1,0,-1,1,0,0,0,0,1,0,1,-1,-1,0,0,0,-1,0
1169,1,1,1,1,0,0,0,-1,1,0,1,0,1,1,1,-1,0,0,1,0,1
1170,0,1,1,-1,0,0,0,1,0,-1,0,0,0,0,-1,0,1,0,1,0,0
1171,-1,0,0,1,-1,-1,0,0,-1,1,1,1,0,1,0,-1,0,0,0,0,1
1172,1,0,0,0,0,1,1,0,-1,1,0,-1,-1,0,0,0,1,1,0,0,0
1173,0,0,-1,0,-1,-1,0,0,0,0,1,0,-1,0,-1,0,1,1,1,-1,1
1174,1,1,0,1,-1,-1,1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,1
1175,-1,0,1,0,1,0,1,-1,0,-1,1,-1,-1,1,0,0,0,1,0,0,1
1176,1,0,0,1,1,1,1,0,-1,1,0,0,-1,0,0,1,-1,0,0,1,1
1177,1,0,0,1,0,1,0,-1,0,1,0,-1,1,1,1,-1,-1,0,0,-1,0
1178,-1,1,0,0,1,0,1,0,-1,-1,1,-1,-1,-1,0,1,0,0,-1,1,0
1179,0,-1,0,-1,0,-1,1,0,1,-1,0,0,1,-1,1,-1,0,1,0,1,1
1180,1,-1,1,1,-1,-1,-1,1,1,0,1,0,0,0,1,0,1,-1,0,0,0
1181,-1,0,1,-1,-1,0,1,-1,0,-1,1,1,0,-1,0,1,-1,0,1,1,0
1182,0,1,-1,1,1,0,1,1,-1,0,1,-1,1,1,1,0,1,1,-1,0,1
1183,0,-1,0,0,0,0,-1,1,1,1,1,-1,-1,-1,0,1,0,0,0,-1,1
1184,0,1,1,1,0,-1,1,-1,1,1,0,1,0,-1,0,0,-1,0,-1,0,1
1185,-1,0,0,0,1,-1,1,0,0,-1,-1,-1,0,0,0,1,0,1,1,1,0
1186,-1,-1,-1,0,-1,0,-1,0,-1,0,0,1,-1,-1,1,1,-1,0,-1,0,1
1187,0,1,1,1,0,-1,0,0,1,0,0,1,-1,0,-1,-1,-1,0,0,-1,1
1188,-1,1,1,0,1,1,0,-1,0,0,1,1,-1,1,0,-1,0,-1,0,0,1
1189,1,-1,1,0,0,1,1,0,1,0,-1,0,0,0,0,1,-1,0,0,1,1
1190,-1,1,0,1,1,-1,0,1,1,1,-1,-1,1,0,0,0,0,-1,0,-1,0
1191,-1,0,0,1,1,1,0,0,0,1,-1,0,-1,1,0,0,-1,0,1,0,1
1192,0,0,1,0,0,0,1,1,-1,1,1,-1,-1,1,0,1,0,-1,1,0,1
1193,-1,0,1,0,-1,-1,1,0,0,1,-1,1,1,-1,0,0,1,1,-1,-1,0
1194,0,1,1,-1,0,-1,1,0,0,-1,1,0,1,0,1,-1,1,1,0,0,1
1195,0,1,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,1,0,0,0,0,1
1196,-1,0,1,-1,0,0,0,1,0,1,0,-1,-1,0,0,-1,1,-1,0,0,0
1197,0,0,1,-1,1,-1,-1,0,1,1,-1,-1,0,1,-1,1,0,1,-1,0,1
1198,0,1,1,1,1,-1,0,1,0,-1,0,0,1,1,-1,1,1,-1,-1,1,0
1199,-1,1,-1,1,0,0,-1,1,-1,0,-1,1,0,-1,0,0,1,0,1,1,1
1200,0,-1,0,0,0,1,1,0,-1,0,1,0,0,-1,1,1,0,1,-1,1,1
1201,-1,-1,-1,0,0,0,0,1,0,0,0,1,1,1,1,1,-1,1,0,-1,0
1202,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,0,1,0,-1,1,1,-1,1
1203,1,1,-1,0,-1,0,0,1,1,0,0,1,0,-1,-1,0,-1,1,1,0,0
1204,1,1,0,1,-1,1,0,-1,0,0,1,0,0,-1,1,0,-1,1,1,-1,1
1205,1,0,1,0,0,1,0,-1,1,1,1,1,0,-1,0,-1,0,1,0,0,0
1206,1,-1,-1,1,1,-1,1,-1,0,1,0,0,-1,-1,-1,1,-1,0,0,1,0
1207,0,0,0,-1,-1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
1208,0,0,0,0,-1,1,-1,1,-1,-1,1,1,0,-1,-1,0,0,0,-1,0,1
1209,1,-1,1,1,0,1,-1,0,-1,1,1,0,1,-1,0,-1,0,1,0,1,0
1210,1,1,0,-1,-1,-1,1,1,1,1,0,0,-1,-1,-1,1,0,0,1,0,1
1211,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,-1,0
1212,1,-1,1,-1,1,-1,-1,0,-1,0,0,-1,0,1,-1,0,0,0,0,0,1
1213,1,-1,0,-1,-1,1,1,0,0,0,-1,0,0,1,0,1,1,0,0,0,0
1214,0,0,0,0,1,-1,-1,-1,-1,1,-1,0,0,0,1,0,0,0,0,0,0
1215,1,0,1,0,-1,0,-1,1,0,-1,0,0,0,0,0,1,-1,1,1,1,1
1216,1,0,1,0,0,-1,1,0,-1,0,0,0,1,-1,0,0,1,1,-1,0,1
1217,-1,1,1,1,1,-1,-1,1,1,0,-1,0,0,0,0,0,1,0,-1,0,0
1218,1,-1,0,0,1,1,0,1,0,-1,1,0,0,1,0,0,-1,-1,1,1,0
1219,-1,0,0,-1,0,1,1,-1,1,0,-1,0,0,0,-1,0,1,0,0,0,0
1220,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,1,1,-1,-1,1,0,1
1221,1,1,1,-1,-1,1,0,-1,1,0,1,1,-1,0,1,0,-1,0,1,0,0
1222,1,1,0,1,-1,0,0,1,0,-1,0,1,1,-1,1,0,0,-1,-1,0,1
1223,1,1,0,1,0,-1,1,1,1,0,1,1,0,1,1,1,-1,-1,-1,0,1
1224,-1,1,-1,1,0,-1,1,0,-1,-1,0,1,-1,0,1,-1,0,0,-1,0,0
1225,0,0,-1,-1,0,0,-1,1,1,-1,-1,0,-1,1,0,0,-1,-1,-1,1,0
1226,1,1,0,0,1,0,-1,1,0,1,0,0,1,0,0,1,0,0,-1,-1,1
1227,-1,1,0,1,0,1,-1,1,1,0,-1,0,0,1,1,0,-1,0,1,1,0
1228,1,-1,0,0,0,1,0,-1,0,-1,0,1,-1,-1,0,1,-1,-1,-1,0,1
1229,-1,-1,1,1,-1,1,1,0,1,0,1,0,0,1,-1,0,1,0,0,0,1
1230,-1,1,-1,0,-1,1,-1,0,1,0,0,1,-1,1,0,0,0,0,0,1,1
1231,0,1,-1,-1,-1,-1,0,1,-1,0,0,-1,0,0,1,-1,1,1,-1,-1,0
1232,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,1
1233,0,-1,-1,0,1,1,1,0,1,0,-1,1,1,1,0,0,0,1,-1,0,0
1234,-1,-1,0,1,0,0,-1,-1,1,0,1,1,-1,0,0,0,0,-1,1,0,1
1235,1,0,0,1,1,1,0,0,0,1,-1,-1,0,0,1,1,-1,-1,1,0,1
1236,0,1,1,1,1,0,0,0,0,1,0,-1,1,-1,0,-1,0,0,0,0,1
1237,1,1,1,1,1,0,1,1,1,-1,1,1,0,0,0,1,0,0,0,-1,1
1238,0,0,0,0,-1,1,-1,0,-1,0,0,0,0,0,0,-1,-1,0,1,0,0
1239,1,-1,1,0,0,0,0,1,0,0,0,1,-1,0,0,1,1,-1,-1,1,1
1240,1,0,0,0,1,0,0,0,1,-1,0,0,-1,0,1,1,0,0,-1,1,1
1241,1,1,0,1,-1,0,-1,0,0,1,0,1,0,1,-1,1,-1,0,0,0,1
1242,0,1,-1,0,-1,0,1,0,0,0,-1,1,1,1,-1,0,-1,0,-1,0,0
1243,-1,1,0,0,1,1,1,0,0,-1,0,1,0,-1,1,0,1,1,-1,0,1
1244,0,1,1,-1,-1,1,0,-1,-1,0,0,0,1,-1,1,0,-1,0,1,1,1
1245,1,0,0,1,1,0,1,-1,1,1,1,0,1,1,1,0,-1,-1,-1,0,0
1246,1,1,-1,-1,-1,0,1,1,-1,1,0,0,0,1,0,1,1,0,0,0,1
1247,1,-1,1,0,-1,0,1,0,-1,-1,0,0,1,1,1,1,0,0,-1,0,1
1248,0,0,0,0,-1,-1,1,1,0,1,0,1,-1,0,1,0,0,1,-1,-1,0
1249,1,0,0,-1,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0,0,-1,1,1
1250,1,0,1,0,0,1,0,0,-1,-1,1,0,0,-1,0,-1,1,1,0,0,1
1251,0,1,1,-1,-1,0,-1,-1,1,0,1,-1,1,-1,1,-1,0,-1,1,1,0
1252,0,1,0,0,1,1,-1,1,0,-1,1,-1,1,1,1,0,-1,1,-1,0,0
1253,1,-1,1,1,1,0,0,1,1,1,1,1,-1,1,1,0,1,1,1,0,0
1254,0,1,0,-1,-1,1,1,-1,-1,1,0,1,1,1,0,0,-1,0,0,0,1
1255,-1,1,1,0,0,-1,0,1,-1,1,0,-1,1,1,1,0,1,0,1,1,1
1256,1,0,0,1,1,1,-1,0,0,0,0,0,-1,0,0,1,0,0,1,-1,0
1257,0,1,1,0,-1,0,0,1,1,-1,-1,0,1,-1,0,0,1,1,0,-1,0
1258,0,1,1,0,0,-1,1,-1,0,0,0,-1,0,0,-1,0,1,-1,-1,1,0
1259,0,-1,-1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
1260,1,-1,-1,1,0,1,-1,-1,0,-1,1,-1,0,1,0,0,1,1,0,1,0
1261,0,1,0,1,0,0,1,0,-1,1,-1,1,1,0,-1,1,-1,0,-1,0,0
1262,1,0,0,0,-1,1,1,1,0,0,-1,0,0,1,1,0,1,1,0,1,1
1263,1,-1,0,-1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,1,1,-1,0
1264,1,0,0,0,-1,0,0,-1,1,1,1,0,-1,1,-1,1,0,1,1,-1,0
1265,-1,1,0,1,0,1,-1,0,1,0,1,1,1,-1,-1,1,0,0,0,0,0
1266,1,1,1,0,-1,1,1,0,-1,0,0,1,-1,0,1,1,0,0,1,0,0
1267,1,0,0,-1,1,0,0,1,0,1,-1,1,-1,-1,-1,0,-1,1,1,0,0
1268,-1,0,0,-1,-1,-1,0,1,-1,1,-1,1,0,0,1,1,-1,-1,-1,-1,0
1269,-1,1,-1,1,0,-1,0,0,1,1,0,1,0,1,0,-1,0,-1,0,1,1
1270,-1,0,0,-1,0,1,1,0,-1,1,1,0,1,0,1,1,-1,-1,1,-1,1
1271,0,1,0,1,-1,0,1,1,1,-1,-1,1,1,0,-1,0,1,-1,1,-1,0
1272,0,1,0,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,-1,0,-1,0,0
1273,-1,1,0,1,0,1,0,0,0,1,0,0,-1,0,-1,0,1,0,1,0,1
1274,1,0,0,0,0,0,-1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,0,-1,1
1275,-1,1,0,1,1,-1,0,-1,-1,0,-1,0,1,0,-1,0,1,1,0,0,0
1276,0,0,0,1,1,1,0,0,-1,1,-1,1,1,0,0,0,-1,0,0,-1,1
1277,1,0,0,-1,-1,0,-1,1,0,0,1,1,1,1,0,-1,0,0,0,1,1
1278,0,-1,1,1,0,1,-1,-1,0,0,0,1,1,1,1,0,1,0,-1,0,1
1279,1,0,0,1,0,0,1,0,-1,-1,0,-1,-1,0,0,-1,0,-1,-1,1,0
1280,1,1,-1,-1,0,-1,0,0,0,1,0,1,1,-1,1,1,-1,0,0,0,1
1281,0,1,1,-1,0,0,-1,0,-1,0,0,0,1,0,0,-1,1,1,1,-1,1
1282,1,0,-1,1,1,-1,-1,1,1,-1,-1,0,1,0,-1,0,-1,1,1,1,1
1283,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0
1284,-1,0,0,1,0,0,1,1,0,1,0,-1,0,1,1,0,-1,1,-1,0,1
1285,-1,1,1,1,1,1,1,1,1,0,-1,-1,0,-1,-1,1,0,1,1,0,1
1286,0,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,-1,0,0,0,1
1287,0,0,-1,1,1,-1,0,0,0,-1,-1,1,0,0,-1,1,-1,1,1,1,1
1288,-1,-1,0,1,1,-1,0,1,0,0,0,-1,1,-1,-1,1,0,0,1,0,0
1289,-1,1,-1,0,0,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,0,0,0
1290,-1,1,0,-1,0,0,0,1,1,0,-1,0,-1,-1,-1,1,0,-1,-1,0,0
1291,0,0,0,1,-1,0,1,1,0,-1,1,0,-1,-1,-1,0,-1,-1,-1,1,0
1292,0,-1,-1,0,0,0,1,0,1,1,0,-1,0,1,1,1,0,1,-1,1,0
1293,1,1,0,1,0,0,1,0,-1,1,0,1,0,1,-1,0,0,0,-1,0,1
1294,0,-1,1,0,0,1,-1,1,0,-1,0,0,0,0,1,1,1,0,1,1,0
1295,0,0,-1,0,1,-1,1,1,0,-1,1,-1,1,1,0,-1,-1,-1,0,-1,0
1296,0,1,0,0,0,-1,0,1,-1,0,0,0,-1,0,-1,0,0,0,1,0,1
1297,-1,0,-1,0,0,-1,1,0,-1,1,0,0,-1,1,1,1,0,-1,-1,-1,0
1298,-1,0,1,1,0,1,0,0,-1,0,1,0,1,0,0,0,1,-1,1,-1,0
1299,1,1,0,1,1,-1,0,1,1,0,-1,1,1,0,0,0,-1,1,-1,1,1
1300,-1,1,1,-1,0,1,-1,-1,1,1,0,-1,0,0,0,0,1,-1,-1,1,0
1301,1,1,1,0,0,1,-1,1,0,0,0,-1,-1,1,0,1,1,-1,1,1,0
1302,1,1,-1,1,-1,-1,-1,1,0,0,1,0,-1,-1,-1,0,-1,0,1,-1,1
1303,1,0,0,0,1,0,0,1,-1,-1,0,0,-1,0,-1,-1,1,-1,1,1,1
1304,0,1,0,1,0,-1,-1,0,-1,-1,1,-1,1,1,-1,1,0,0,-1,0,1
1305,1,0,1,-1,-1,0,1,1,1,-1,0,-1,-1,1,1,0,-1,1,-1,0,1
1306,1,-1,-1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0
1307,-1,1,1,0,0,0,-1,1,1,1,-1,0,0,0,0,-1,-1,-1,0,0,1
1308,0,0,1,0,0,0,0,-1,-1,-1,0,1,0,0,1,0,1,0,1,1,0
1309,0,-1,1,0,-1,1,0,1,-1,1,1,0,-1,1,0,0,-1,1,1,-1,1
1310,-1,0,1,0,-1,0,0,-1,0,0,0,-1,0,-1,1,0,0,-1,0,1,0
1311,-1,-1,-1,-1,0,0,1,-1,1,1,1,1,-1,-1,0,0,-1,-1,0,0,1
1312,1,1,0,0,1,0,0,0,1,1,1,-1,0,1,-1,0,1,1,0,1,0
1313,1,-1,-1,-1,1,0,-1,1,1,0,1,1,1,-1,-1,0,-1,1,0,0,1
1314,0,1,0,-1,1,1,1,0,-1,0,0,0,1,1,-1,-1,1,1,1,0,1
1315,0,1,0,-1,1,0,1,-1,-1,1,-1,-1,0,1,0,0,0,1,0,0,0
1316,1,0,0,-1,-1,0,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,1,1
1317,1,0,0,-1,1,0,-1,0,1,-1,-1,0,0,1,1,1,1,0,0,0,0
1318,-1,-1,1,1,1,-1,1,-1,0,0,-1,0,0,0,0,0,-1,1,-1,-1,0
1319,1,1,1,0,-1,-1,0,0,1,0,0,0,-1,1,1,1,0,0,1,1,1
1320,-1,0,1,0,-1,0,1,0,0,0,-1,-1,1,-1,0,-1,-1,0,1,0,1
1321,-1,0,-1,1,-1,0,0,1,1,0,0,1,0,1,0,-1,-1,1,0,-1,0
1322,-1,0,1,0,1,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,-1,1
1323,-1,1,1,0,0,1,0,1,1,0,1,-1,1,1,1,-1,-1,0,1,1,0
1324,-1,0,1,1,-1,-1,0,1,-1,-1,-1,1,0,-1,1,1,0,1,1,0,1
1325,1,0,0,-1,-1,1,-1,1,0,1,0,-1,0,0,1,0,0,1,0,1,1
1326,1,1,-1,-1,1,0,1,1,1,0,1,1,-1,0,1,0,0,1,1,1,0
1327,-1,-1,1,-1,0,0,-1,-1,-1,1,1,0,1,0,-1,-1,1,1,1,1,1
1328,-1,-1,0,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,0,-1,1,1,0,1,1
1329,0,1,-1,1,-1,0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,1,0,1
1330,-1,1,1,0,0,1,0,0,1,0,0,1,1,-1,0,-1,-1,0,-1,1,1
1331,-1,1,-1,0,1,0,0,0,-1,1,-1,-1,1,1,1,0,-1,-1,0,0,0
1332,1,-1,1,1,1,1,1,1,-1,0,1,0,1,-1,0,0,-1,0,-1,0,0
1333,-1,-1,0,1,-1,0,0,1,-1,0,1,1,0,1,0,1,0,0,1,1,1
1334,0,1,0,-1,-1,1,0,0,1,1,0,0,0,1,0,0,-1,0,1,0,1
1335,0,0,-1,-1,-1,0,1,1,0,1,0,1,-1,1,1,-1,0,0,-1,1,1
1336,1,0,1,1,-1,-1,-1,0,1,0,0,-1,0,0,0,1,0,0,0,-1,1
1337,0,1,-1,0,-1,0,1,-1,0,0,0,1,0,-1,-1,0,0,-1,-1,1,1
1338,0,0,1,1,1,1,1,0,-1,1,0,1,-1,-1,0,-1,-1,1,0,0,0
1339,0,1,-1,1,-1,1,0,0,0,0,1,-1,-1,0,1,0,1,1,1,0,0
1340,1,-1,0,0,1,0,1,1,1,-1,-1,1,1,0,0,1,1,-1,1,-1,0
1341,1,1,0,-1,0,1,-1,-1,1,-1,-1,-1,0,1,-1,-1,0,-1,1,1,0
1342,0,-1,0,1,0,-1,1,0,1,0,1,0,1,-1,0,0,0,0,-1,0,0
1343,0,-1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1
1344,-1,0,0,1,0,1,0,1,1,1,-1,0,0,1,0,0,-1,0,0,0,1
1345,0,0,1,1,-1,-1,1,0,1,1,0,-1,0,0,0,-1,0,1,-1,-1,0
1346,1,0,-1,1,0,0,-1,0,0,1,1,1,0,0,0,1,0,1,-1,1,0
1347,-1,1,0,0,1,-1,0,-1,1,0,1,1,-1,0,-1,0,0,1,0,-1,0
1348,-1,0,1,0,0,1,1,1,-1,1,1,0,-1,1,-1,0,0,0,0,0,1
1349,1,-1,0,1,0,1,1,1,0,0,0,-1,0,0,-1,0,1,0,0,-1,1
1350,1,-1,1,1,0,1,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,0,0,0
1351,-1,1,1,1,0,0,0,1,1,1,0,1,-1,0,0,1,1,-1,0,0,1
1352,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,-1,0,0,1
1353,-1,0,1,-1,1,0,0,1,-1,0,1,0,0,0,-1,-1,-1,-1,0,-1,1
1354,-1,-1,0,-1,-1,0,0,0,0,1,0,1,1,0,1,-1,-1,0,1,0,1
1355,0,0,1,0,1,-1,1,0,0,1,1,-1,-1,-1,-1,-1,0,1,0,0,1
1356,1,0,1,-1,0,0,-1,1,1,0,0,1,-1,0,1,-1,1,-1,0,0,1
1357,0,0,0,1,-1,0,-1,1,-1,0,-1,1,0,-1,1,-1,0,1,-1,1,0
1358,-1,-1,0,0,0,0,0,-1,1,1,1,-1,-1,-1,0,-1,0,0,1,0,1
1359,1,1,0,1,1,0,1,0,1,0,0,0,-1,0,1,0,0,-1,1,0,1
1360,0,1,1,1,1,1,1,1,-1,0,1,0,-1,0,-1,-1,1,-1,0,0,0
1361,1,0,-1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,-1,0,-1,1
1362,-1,1,1,1,0,1,1,-1,-1,1,1,0,1,0,1,-1,1,0,1,0,0
1363,-1,0,0,0,1,0,-1,1,1,0,-1,1,0,0,1,-1,0,1,1,0,1
1364,1,-1,-1,1,1,1,0,1,1,1,-1,1,1,0,1,1,1,-1,1,-1,0
1365,0,1,1,-1,0,1,1,0,-1,-1,0,-1,-1,-1,-1,0,0,1,0,-1,0
1366,-1,0,1,0,-1,0,0,-1,-1,0,0,1,0,1,-1,1,1,0,-1,0,0
1367,1,0,1,1,-1,-1,0,0,1,-1,0,1,0,1,0,0,0,0,1,-1,0
1368,0,1,-1,-1,0,0,0,-1,-1,0,1,1,1,0,0,1,0,0,-1,1,1
1369,-1,-1,0,1,1,-1,0,0,-1,-1,0,-1,0,0,0,-1,-1,1,1,1,1
1370,-1,-1,1,0,0,1,1,-1,0,1,1,1,-1,1,1,1,1,1,0,0,0
1371,1,1,0,1,0,1,0,0,0,0,1,1,1,-1,0,1,0,1,-1,0,1
1372,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,1,1,-1,0
1373,1,0,-1,-1,-1,-1,0,1,0,0,1,0,-1,1,0,0,1,0,1,-1,0
1374,0,0,0,0,1,0,1,1,0,0,1,-1,0,0,-1,0,-1,1,0,0,0
1375,1,-1,0,-1,0,1,0,-1,0,-1,0,-1,0,0,1,0,-1,1,1,1,0
1376,-1,1,-1,0,-1,-1,1,-1,-1,0,0,1,-1,-1,-1,0,-1,1,-1,-1,0
1377,1,1,0,-1,0,1,1,-1,-1,0,1,0,-1,-1,0,-1,-1,-1,0,0,1
1378,-1,0,0,1,1,1,-1,1,-1,-1,-1,1,0,1,1,0,0,-1,0,1,0
1379,-1,0,-1,-1,0,-1,1,0,0,1,-1,1,0,0,-1,0,0,0,-1,-1,1
1380,-1,0,-1,0,1,-1,-1,1,0,-1,0,1,-1,0,0,0,1,0,1,1,0
1381,1,0,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,1,1,0,1,0
1382,-1,1,-1,-1,0,-1,1,0,1,0,0,0,-1,0,-1,0,0,1,1,-1,1
1383,1,-1,1,0,0,1,0,-1,1,1,0,1,0,1,0,-1,0,-1,0,0,0
1384,-1,-1,0,0,-1,0,1,-1,1,0,0,0,1,1,1,-1,1,0,0,-1,1
1385,0,1,1,0,0,-1,0,1,1,0,-1,1,1,1,-1,-1,0,0,1,1,1
1386,-1,0,0,1,-1,1,0,0,0,-1,0,1,1,-1,-1,0,0,0,1,0,1
1387,-1,1,1,1,1,1,1,1,0,1,0,1,-1,-1,0,1,1,1,0,1,1
1388,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,1,0,-1,1,1,-1,1,0
1389,-1,0,-1,-1,0,-1,1,0,1,1,0,0,1,1,1,0,-1,0,-1,0,1
1390,-1,0,-1,0,0,0,0,1,-1,0,0,0,0,1,1,0,1,1,-1,1,1
1391,1,1,0,0,1,-1,1,1,1,1,1,0,1,0,0,1,0,-1,1,-1,0
1392,-1,-1,0,0,0,0,-1,0,0,1,1,-1,0,-1,-1,1,1,0,0,1,0
1393,0,0,1,-1,0,-1,0,1,-1,1,1,0,0,1,1,-1,-1,1,-1,-1,1
1394,0,-1,1,1,1,0,-1,1,-1,-1,0,0,0,-1,0,0,1,0,1,1,0
1395,0,1,-1,1,1,1,0,1,-1,1,1,0,0,1,0,1,0,-1,-1,1,1
1396,0,1,0,1,-1,1,0,1,0,0,1,-1,-1,0,1,0,0,-1,0,0,0
1397,-1,-1,0,1,0,0,1,0,0,1,1,1,0,1,-1,0,0,0,1,-1,1
1398,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,1,1
1399,1,-1,0,-1,1,1,-1,0,-1,0,1,0,0,-1,1,0,0,1,-1,0,1
1400,1,0,-1,-1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0
1401,0,0,-1,0,1,-1,0,-1,1,-1,-1,0,1,-1,0,1,-1,1,0,0,1
1402,-1,1,0,1,1,1,1,0,0,1,1,0,0,1,-1,-1,0,-1,-1,0,0
